date,method,confidence_level,portfolio_value_t,portfolio_value_t_plus_1,actual_pnl,actual_loss,VaR,exception
2021-12-31,ewma_monte_carlo,0.95,1025.9631671893499,1088.2266119681549,62.263444778805024,-62.263444778805024,312.45674225295903,False
2022-01-03,ewma_monte_carlo,0.95,1088.2266119681549,1648.9651758411337,560.7385638729788,-560.7385638729788,274.17869792733654,False
2022-01-04,ewma_monte_carlo,0.95,1648.9651758411337,1644.7972916568433,-4.167884184290415,4.167884184290415,296.22061343379454,False
2022-01-05,ewma_monte_carlo,0.95,1644.7972916568433,1668.1789822030994,23.381690546256095,-23.381690546256095,302.28980935255566,False
2022-01-06,ewma_monte_carlo,0.95,1668.1789822030994,1454.3191357151604,-213.85984648793897,213.85984648793897,272.15583456088694,False
2022-01-07,ewma_monte_carlo,0.95,1454.3191357151604,1465.7892230253726,11.470087310212193,-11.470087310212193,314.63048782857277,False
2022-01-10,ewma_monte_carlo,0.95,1465.7892230253726,1457.0145819908632,-8.774641034509386,8.774641034509386,272.0819775706268,False
2022-01-11,ewma_monte_carlo,0.95,1457.0145819908632,1745.018117109873,288.0035351190097,-288.0035351190097,279.81804646467907,False
2022-01-12,ewma_monte_carlo,0.95,1745.018117109873,1650.8814998333376,-94.13661727653539,94.13661727653539,282.7801853815853,False
2022-01-13,ewma_monte_carlo,0.95,1650.8814998333376,1867.7501625631342,216.8686627297966,-216.8686627297966,276.31894041320294,False
2022-01-14,ewma_monte_carlo,0.95,1867.7501625631342,1730.0878954433942,-137.6622671197399,137.6622671197399,265.22774290989713,False
2022-01-18,ewma_monte_carlo,0.95,1730.0878954433942,1695.6992007714246,-34.38869467196969,34.38869467196969,302.99239106605324,False
2022-01-19,ewma_monte_carlo,0.95,1695.6992007714246,1273.0367857554313,-422.66241501599325,422.66241501599325,249.7843772975658,True
2022-01-20,ewma_monte_carlo,0.95,1273.0367857554313,1158.6779710283147,-114.35881472711662,114.35881472711662,321.304573059096,False
2022-01-21,ewma_monte_carlo,0.95,1158.6779710283147,1168.5994808730493,9.9215098447346,-9.9215098447346,305.4525683054587,False
2022-01-24,ewma_monte_carlo,0.95,1168.5994808730493,1066.4072165016207,-102.19226437142856,102.19226437142856,317.9953817133681,False
2022-01-25,ewma_monte_carlo,0.95,1066.4072165016207,1203.6983641705456,137.29114766892485,-137.29114766892485,304.39481443383715,False
2022-01-26,ewma_monte_carlo,0.95,1203.6983641705456,839.8485715274053,-363.8497926431403,363.8497926431403,304.5056198442842,True
2022-01-27,ewma_monte_carlo,0.95,839.8485715274053,652.9844024348304,-186.8641690925749,186.8641690925749,359.92455215416993,False
2022-01-28,ewma_monte_carlo,0.95,652.9844024348304,1507.5922842921082,854.6078818572778,-854.6078818572778,363.68964704729046,False
2022-01-31,ewma_monte_carlo,0.95,1507.5922842921082,1879.5547861132377,371.96250182112954,-371.96250182112954,467.14489261119104,False
2022-02-01,ewma_monte_carlo,0.95,1879.5547861132377,1956.9203008822826,77.36551476904492,-77.36551476904492,440.516507302988,False
2022-02-02,ewma_monte_carlo,0.95,1956.9203008822826,1888.172366581337,-68.74793430094564,68.74793430094564,424.0642194829265,False
2022-02-03,ewma_monte_carlo,0.95,1888.172366581337,2092.8579988132324,204.6856322318954,-204.6856322318954,415.0221559360067,False
2022-02-04,ewma_monte_carlo,0.95,2092.8579988132324,1857.3908522265738,-235.4671465866586,235.4671465866586,408.64195061115566,False
2022-02-07,ewma_monte_carlo,0.95,1857.3908522265738,1991.796445861073,134.40559363449916,-134.40559363449916,409.26591490090965,False
2022-02-08,ewma_monte_carlo,0.95,1991.796445861073,2185.716089201492,193.91964334041927,-193.91964334041927,419.55941679977707,False
2022-02-09,ewma_monte_carlo,0.95,2185.716089201492,2057.3028619739484,-128.41322722754376,128.41322722754376,403.95987243122573,False
2022-02-10,ewma_monte_carlo,0.95,2057.3028619739484,1979.7628626555813,-77.53999931836711,77.53999931836711,402.36453581515315,False
2022-02-11,ewma_monte_carlo,0.95,1979.7628626555813,1912.290397527407,-67.47246512817424,67.47246512817424,386.95696260977957,False
2022-02-14,ewma_monte_carlo,0.95,1912.290397527407,1939.459502495196,27.169104967788826,-27.169104967788826,376.191839548192,False
2022-02-15,ewma_monte_carlo,0.95,1939.459502495196,2134.696424802557,195.23692230736106,-195.23692230736106,335.96987466381506,False
2022-02-16,ewma_monte_carlo,0.95,2134.696424802557,2123.000679030514,-11.695745772042756,11.695745772042756,338.46791835742636,False
2022-02-17,ewma_monte_carlo,0.95,2123.000679030514,2096.26251869632,-26.738160334194163,26.738160334194163,344.3751511966234,False
2022-02-18,ewma_monte_carlo,0.95,2096.26251869632,2042.3118717857044,-53.95064691061566,53.95064691061566,343.52825707301315,False
2022-02-22,ewma_monte_carlo,0.95,2042.3118717857044,1722.2479756849673,-320.0638961007371,320.0638961007371,333.65651584767045,False
2022-02-23,ewma_monte_carlo,0.95,1722.2479756849673,1575.0594760375232,-147.18849964744413,147.18849964744413,356.42726266314565,False
2022-02-24,ewma_monte_carlo,0.95,1575.0594760375232,1252.3129926768786,-322.74648336064456,322.74648336064456,343.7062344407093,False
2022-02-25,ewma_monte_carlo,0.95,1252.3129926768786,1366.2280736912635,113.9150810143849,-113.9150810143849,342.40816894166437,False
2022-02-28,ewma_monte_carlo,0.95,1366.2280736912635,1330.9383706456033,-35.28970304566019,35.28970304566019,357.23686431667267,False
2022-03-01,ewma_monte_carlo,0.95,1330.9383706456033,1285.6354829108493,-45.302887734753995,45.302887734753995,363.13746328240734,False
2022-03-02,ewma_monte_carlo,0.95,1285.6354829108493,1428.0628811554393,142.42739824459,-142.42739824459,351.056987230487,False
2022-03-03,ewma_monte_carlo,0.95,1428.0628811554393,1576.023760998204,147.9608798427646,-147.9608798427646,343.6610699392653,False
2022-03-04,ewma_monte_carlo,0.95,1576.023760998204,1500.6377202722465,-75.3860407259574,75.3860407259574,306.20819814463727,False
2022-03-07,ewma_monte_carlo,0.95,1500.6377202722465,1544.8023873248103,44.1646670525638,-44.1646670525638,307.450773353633,False
2022-03-08,ewma_monte_carlo,0.95,1544.8023873248103,1471.6015723480953,-73.20081497671504,73.20081497671504,277.4997585063881,False
2022-03-09,ewma_monte_carlo,0.95,1471.6015723480953,1533.3033126335404,61.70174028544511,-61.70174028544511,260.9367545929027,False
